,Time,xPosition0,yPosition0,xVelocity0,yVelocity0,xPosition1,yPosition1,xVelocity1,yVelocity1,xPosition2,yPosition2,xVelocity2,yVelocity2,xPosition3,yPosition3,xVelocity3,yVelocity3,xPosition4,yPosition4,xVelocity4,yVelocity4,xPosition5,yPosition5,xVelocity5,yVelocity5,xPosition6,yPosition6,xVelocity6,yVelocity6,xPosition7,yPosition7,xVelocity7,yVelocity7,xPosition8,yPosition8,xVelocity8,yVelocity8,xPosition9,yPosition9,xVelocity9,yVelocity9,KineticEnergy,Potential,Energy
30,0.6012,-1.56601359,0.49435275,1.47664055,0.69861246,2.24827384,1.00319676,-4.4967024,1.11239619,1.49348362,-2.81312823,1.39109653,1.1740435,1.64356039,3.44396418,-0.1328466,-1.36605376,-7.71543632,-1.23710219,-0.90173447,0.8307252,6.34609157,1.90872151,-0.49977656,-1.48584578,3.66716204,0.64377284,-2.90882657,-0.41042784,2.46111382,6.57730856,1.60926235,-0.17464954,3.0802786,1.01231768,2.68013147,0.28738334,1.14148602,-1.83340386,1.78275572,-0.66618377,27.71098523,-124.72020495,-97.00921972
31,0.62124,-1.53585047,0.50830424,1.53384479,0.69381674,2.16144158,1.02531533,-4.18265124,1.09427022,1.52079501,-2.78728913,1.33354516,1.40722799,1.64122554,3.41587543,-0.10016171,-1.43769081,-7.73332659,-1.22041907,-0.88373708,0.83425028,6.33536431,1.87877925,-0.57085065,-1.50230099,3.60402403,0.63842339,-3.40480851,-0.10297261,2.49332737,6.57331185,1.60561481,-0.22418061,3.13494847,1.01555172,2.80184831,0.01564547,1.17805075,-1.84785302,1.86735613,-0.7780657,28.79800417,-125.80774093,-97.00973676
32,0.64128,-1.50452894,0.52216359,1.59227006,0.68941946,2.08020653,1.04703292,-3.9330876,1.07275139,1.54688372,-2.75660912,1.26872273,1.65805107,1.639546,3.38632197,-0.06746379,-1.51225678,-7.75085711,-1.20366573,-0.86583154,0.83773291,6.3232099,1.84851339,-0.64222154,-1.51814317,3.53010116,0.64079078,-3.99019632,0.37943879,2.52546499,6.56832511,1.60168593,-0.27345662,3.19360025,1.01182091,3.07757683,-0.42779729,1.21637349,-1.86469381,1.95854523,-0.90573974,31.73304882,-128.74437305,-97.01132423
33,0.66132,-1.47202334,0.53593897,1.65203544,0.68544081,2.00352829,1.06829854,-3.72497615,1.04930837,1.57157988,-2.72067428,1.19404286,1.93295719,1.63852082,3.35524362,-0.03488253,-1.58990171,-7.76802971,-1.18684301,-0.84801483,0.84117386,6.3096214,1.81793603,-0.71399357,-1.53339443,3.44332728,0.65610811,-4.68796691,1.24510271,2.55752113,6.56235336,1.5974855,-0.32248502,3.25934447,0.99594107,3.50742816,-1.25262547,1.25660979,-1.88430241,2.05884201,-1.05557631,37.78093262,-134.79695661,-97.01602399
34,0.68136,-1.43830547,0.54963903,1.7132809,0.6819077,1.93072991,1.08908033,-3.54384373,1.02454025,1.5946487,-2.67891125,1.10546678,2.24173392,1.63814597,3.32257683,-0.0025931,-1.67082668,-7.78484612,-1.16995175,-0.83028376,0.8445741,6.2945895,1.78705849,-0.78629494,-1.5481172,3.34236163,0.69751933,-5.31286763,3.18619833,2.58949044,6.55540153,1.59302018,-0.37127016,3.33420709,0.95480044,3.89194963,-3.15144154,1.29897834,-1.90721298,2.17216569,-1.23729873,51.42379232,-148.46056818,-97.03677587
35,0.7014,-1.40334406,0.56327311,1.77616969,0.67886697,1.86138622,1.10935925,-3.37848383,0.99949333,1.61574997,-2.6304948,0.99620295,2.6004291,1.63841364,3.28825259,0.02921941,-1.75540582,-7.80130803,-1.15299274,-0.81263517,0.84793513,6.27810245,1.75589007,-0.85922004,-1.56245556,3.2499899,0.80239499,-2.49503998,7.42625212,2.6213676,6.54747446,1.58828829,-0.41981616,3.39584231,0.85105422,0.85039926,-7.34829005,1.3438,-1.93421114,2.30509942,-1.46700906,78.84206276,-175.98696994,-97.14490718
36,0.72144,-1.36710474,0.5768518,1.8408314,0.67638845,1.7952552,1.12916731,-3.22339567,0.9782911,1.63435724,-2.57416322,0.85368818,3.0383707,1.63931469,3.2521913,0.06067752,-1.84427245,-7.81741708,-1.13596676,-0.79506766,0.85125845,6.26014914,1.72443729,-0.93257813,-1.57647001,3.26748845,0.93503871,2.79344647,4.8003109,2.6531472,6.53857669,1.58328408,-0.46815516,3.34323142,0.72038927,-4.6510661,-4.68145949,1.39157848,-1.96652239,2.47017991,-1.7742625,59.82064557,-156.87132715,-97.05068158
37,0.74148,-1.32955092,0.5903866,1.90738621,0.67448641,1.73210814,1.14859639,-3.0806339,0.96115209,1.64956885,-2.50778637,0.65041838,3.6185057,1.64084418,3.21430439,0.09190938,-1.9376012,-7.83317487,-1.11887456,-0.77757967,0.85454367,6.24072184,1.69270885,-1.00637336,-1.58994413,3.32620066,1.00372675,2.82374747,2.4068772,2.68482396,6.52871193,1.57802883,-0.51632342,3.24526178,0.65446678,-4.88209659,-2.24997956,1.44319639,-2.00624076,2.69519324,-2.22171677,47.14143521,-144.16195645,-97.02052124
38,0.76152,-1.29064267,0.60388918,1.97604206,0.67317857,1.67171836,1.16770105,-2.94762317,0.94568709,1.65952884,-2.42709909,0.30657334,4.51637502,1.64299511,3.17450169,0.1226476,-2.03551243,-7.84858298,-1.1017169,-0.76016778,0.85779107,6.21980889,1.66071613,-1.08088377,-1.6028518,3.37781568,1.03998534,2.31943697,1.33241502,2.71639302,6.51788356,1.57253759,-0.56432407,3.15047251,0.62172657,-4.56847995,-1.13819846,1.50049322,-2.05758751,3.05991711,-2.98456002,47.01272789,-144.03157467,-97.01884679
39,0.78156,-1.25033554,0.61737186,2.04703613,0.67250916,1.61392367,1.18650589,-2.82118985,0.93119306,1.65846281,-2.31953632,-0.63198644,6.66567659,1.64575469,3.1326882,0.15260631,-2.13834592,-7.86364289,-1.08449454,-0.74282899,0.86100159,6.19739404,1.62847001,-1.15628688,-1.61524076,3.41937873,1.06023458,1.83867799,0.73857561,2.74784972,6.50609492,1.56681488,-0.61216037,3.06199017,0.60574422,-4.2711889,-0.50689452,1.56922461,-2.13307882,4.01834575,-4.99631445,67.2502897,-164.31592002,-97.06563032
40,0.8016,-1.20858,0.63084794,2.1206526,0.67252241,1.55861677,1.20502933,-2.69902062,0.91760332,1.57188495,-2.1523163,-3.86580985,4.47978908,1.64910456,3.08876083,0.18151241,-2.2465649,-7.87835604,-1.0672082,-0.7255607,0.86417682,6.17345822,1.59598046,-1.23269078,-1.62715152,3.45192307,1.07100948,1.41890181,0.36211284,2.77918942,6.49334922,1.56086135,-0.65984034,2.97890402,0.59999163,-4.02979491,-0.09244501,1.72385503,-2.26544441,7.27094868,-2.67020271,69.93505152,-167.01665047,-97.08159895
41,0.82164,-1.16531961,0.64433086,2.19728231,0.67318725,1.50572931,1.22328981,-2.57948897,0.9049788,1.52010738,-2.08021804,-1.78048627,3.07846828,1.65302067,3.04260618,0.20906616,-2.3607274,-7.8927238,-1.04985855,-0.70835868,0.86731977,6.14798069,1.56325681,-1.31015828,-1.63860832,3.47659323,1.07551844,1.05076575,0.10255987,2.81040748,6.47964949,1.55467385,-0.70737451,2.90015359,0.60127528,-3.83665221,0.20607441,1.84405107,-2.2998503,5.20335634,-1.12587815,41.90514567,-138.92124507,-97.0160994
42,0.84168,-1.12049062,0.65783387,2.27725195,0.67453895,1.45522252,1.24130892,-2.46121036,0.89355651,1.49322175,-2.02359112,-0.98217775,2.62931882,1.65747282,2.99409907,0.2349558,-2.4814519,-7.90674747,-1.03244623,-0.69121957,0.87043172,6.12093964,1.53030791,-1.38873809,-1.64963587,3.49430444,1.07558785,0.72264516,-0.08629942,2.84149918,6.46499856,1.54825109,-0.75477319,2.8248785,0.60779224,-3.68139747,0.43523693,1.93969924,-2.31589106,4.42163924,-0.53092255,34.77216177,-131.78294878,-97.01078701
43,0.86172,-1.07402282,0.67137153,2.36089386,0.67666171,1.40708395,1.25911329,-2.34294181,0.88359105,1.47880765,-1.97347662,-0.48674215,2.39330872,1.66242425,2.94310106,0.25883079,-2.60944571,-7.92042829,-1.01497185,-0.67414112,0.87351331,6.09231236,1.49714214,-1.46847174,-1.66025366,3.5057625,1.07236769,0.42538973,-0.22871186,2.8724598,6.44939901,1.54159199,-0.80204795,2.75240439,0.61842261,-3.5559788,0.61962657,2.02319622,-2.32246887,3.94156924,-0.14624218,31.55625897,-128.56544577,-97.0091868
44,0.88176,-1.02583901,0.68496034,2.44857679,0.67966366,1.36132519,1.27673462,-2.22350821,0.8753274,1.4728492,-1.92706596,-0.12346181,2.24933135,1.66783055,2.88945851,0.28027648,-2.74552304,-7.93376744,-0.99743601,-0.65712143,0.8765651,6.06207535,1.46376758,-1.54939499,-1.67047653,3.51151446,1.06663687,0.15220316,-0.33865141,2.9032846,6.43285322,1.53469492,-0.84921119,2.68219451,0.63242494,-3.45462271,0.77362137,2.0985326,-2.3223341,3.59235781,0.1493533,29.96234162,-126.97081599,-97.00847437
45,0.9018,-0.97585412,0.69861919,2.54071542,0.68367671,1.31798143,1.29420933,-2.10172295,0.86899646,1.47338082,-1.88298819,0.16726709,2.15618165,1.67363817,2.83300023,0.2987899,-2.89062724,-7.9467661,-0.97983931,-0.64015885,0.87958753,6.03020444,1.43019201,-1.63154033,-1.68031609,3.51198945,1.05895311,-0.10198524,-0.4247568,2.93396877,6.41536329,1.52755762,-0.89627582,2.61380981,0.64928798,-3.37326199,0.90635987,2.16764733,-2.31679763,3.31433933,0.39717372,29.27827201,-126.28636853,-97.00809653
