Time,Angle,AngularVelocity,AngularAcceleration,TangentialVelocity,RadialAcceleration,TangentialAcceleration,xPosition,yPosition,zPosition,Weight,Tension
34.95,-0.37623,1.70682,2.40044,2.56023,-4.36985,3.60066,1.39508,-0.55113,0.0,9.8,13.4844
34.955,-0.36766,1.71869,2.34831,2.57804,-4.43084,3.52247,1.39976,-0.53915,0.0,9.8,13.5759
34.96,-0.35904,1.7303,2.29566,2.59545,-4.49091,3.44349,1.40435,-0.52706,0.0,9.8,13.666
34.965,-0.35036,1.74164,2.24248,2.61246,-4.54996,3.36372,1.40887,-0.51485,0.0,9.8,13.75463
34.97,-0.34162,1.75272,2.18879,2.62908,-4.60804,3.28318,1.41332,-0.50252,0.0,9.8,13.84173
34.975,-0.33283,1.76353,2.13459,2.6453,-4.66506,3.20189,1.41768,-0.49008,0.0,9.8,13.92724
34.98,-0.32399,1.77407,2.0799,2.6611,-4.72099,3.11985,1.42196,-0.47753,0.0,9.8,14.01111
34.985,-0.31509,1.78433,2.02472,2.6765,-4.77575,3.03708,1.42615,-0.46485,0.0,9.8,14.09327
34.99,-0.30615,1.79431,1.96906,2.69146,-4.82932,2.95359,1.43025,-0.45208,0.0,9.8,14.17367
34.995,-0.29715,1.80402,1.91294,2.70603,-4.88173,2.86941,1.43426,-0.43919,0.0,9.8,14.25224
35.0,-0.28811,1.81344,1.85637,2.72016,-4.93285,2.78456,1.43817,-0.42621,0.0,9.8,14.32894
35.005,-0.27902,1.82258,1.79935,2.73387,-4.9827,2.69902,1.44199,-0.41312,0.0,9.8,14.40371
35.01,-0.26988,1.83144,1.7419,2.74716,-5.03126,2.61285,1.4457,-0.39992,0.0,9.8,14.4765
35.015,-0.2607,1.84,1.68403,2.76,-5.0784,2.52604,1.44931,-0.38664,0.0,9.8,14.54725
35.02,-0.25148,1.84828,1.62575,2.77242,-5.12421,2.43862,1.45282,-0.37326,0.0,9.8,14.61592
35.025,-0.24222,1.85626,1.56708,2.78439,-5.16855,2.35062,1.45621,-0.35979,0.0,9.8,14.68245
35.03,-0.23292,1.86395,1.50802,2.79592,-5.21146,2.26203,1.45949,-0.34623,0.0,9.8,14.74681
35.035,-0.22358,1.87134,1.4486,2.80701,-5.25287,2.1729,1.46266,-0.33258,0.0,9.8,14.80893
35.04,-0.21421,1.87843,1.38881,2.81764,-5.29275,2.08322,1.46572,-0.31886,0.0,9.8,14.86878
35.045,-0.2048,1.88523,1.32868,2.82784,-5.33114,1.99302,1.46865,-0.30506,0.0,9.8,14.92631
35.05,-0.19536,1.89172,1.26822,2.83758,-5.36791,1.90233,1.47147,-0.29118,0.0,9.8,14.98148
35.055,-0.18588,1.89791,1.20744,2.84686,-5.40309,1.81116,1.47416,-0.27722,0.0,9.8,15.03426
35.06,-0.17638,1.90379,1.14637,2.85568,-5.43662,1.71955,1.47673,-0.2632,0.0,9.8,15.08459
35.065,-0.16684,1.90937,1.085,2.86406,-5.46854,1.6275,1.47917,-0.2491,0.0,9.8,15.13246
35.07,-0.15728,1.91464,1.02336,2.87196,-5.49877,1.53504,1.48149,-0.23495,0.0,9.8,15.17781
35.075,-0.1477,1.9196,0.96146,2.8794,-5.5273,1.44219,1.48367,-0.22075,0.0,9.8,15.22062
35.08,-0.13809,1.92426,0.89931,2.88639,-5.55416,1.34897,1.48572,-0.20648,0.0,9.8,15.26085
35.085,-0.12846,1.9286,0.83694,2.8929,-5.57925,1.25541,1.48764,-0.19216,0.0,9.8,15.29848
35.09,-0.1188,1.93262,0.77435,2.89893,-5.60253,1.16152,1.48943,-0.17778,0.0,9.8,15.33348
35.095,-0.10913,1.93634,0.71157,2.90451,-5.62412,1.06736,1.49108,-0.16337,0.0,9.8,15.36581
35.1,-0.09944,1.93974,0.64861,2.90961,-5.64389,0.97292,1.49259,-0.14891,0.0,9.8,15.39547
35.105,-0.08973,1.94282,0.58547,2.91423,-5.66182,0.87821,1.49397,-0.13441,0.0,9.8,15.42242
35.11,-0.08001,1.94559,0.52219,2.91838,-5.67798,0.78328,1.4952,-0.11989,0.0,9.8,15.44665
35.115,-0.07028,1.94805,0.45877,2.92208,-5.69235,0.68816,1.4963,-0.10533,0.0,9.8,15.46814
35.12,-0.06053,1.95018,0.39524,2.92527,-5.7048,0.59286,1.49725,-0.09074,0.0,9.8,15.48686
35.125,-0.05078,1.952,0.3316,2.928,-5.71546,0.4974,1.49807,-0.07614,0.0,9.8,15.50282
35.13,-0.04101,1.9535,0.26788,2.93025,-5.72424,0.40182,1.49874,-0.0615,0.0,9.8,15.51599
35.135,-0.03124,1.95468,0.20408,2.93202,-5.73116,0.30612,1.49927,-0.04685,0.0,9.8,15.52636
35.14,-0.02147,1.95554,0.14024,2.93331,-5.73621,0.21036,1.49965,-0.0322,0.0,9.8,15.53394
35.145,-0.01169,1.95608,0.07636,2.93412,-5.73937,0.11454,1.4999,-0.01753,0.0,9.8,15.5387
35.15,-0.00191,1.9563,0.01246,2.93445,-5.74066,0.01869,1.5,-0.00286,0.0,9.8,15.54066
35.155,0.00787,1.9562,-0.05145,2.9343,-5.74008,-0.07718,1.49995,0.0118,0.0,9.8,15.5398
35.16,0.01766,1.95579,-0.11534,2.93368,-5.73767,-0.17301,1.49977,0.02649,0.0,9.8,15.53613
35.165,0.02743,1.95505,-0.1792,2.93258,-5.73333,-0.2688,1.49944,0.04114,0.0,9.8,15.52965
35.17,0.03721,1.954,-0.24302,2.931,-5.72717,-0.36453,1.49896,0.0558,0.0,9.8,15.52036
35.175,0.04697,1.95262,-0.30677,2.92893,-5.71909,-0.46016,1.49835,0.07043,0.0,9.8,15.50828
35.18,0.05673,1.95093,-0.37044,2.9264,-5.70919,-0.55566,1.49759,0.08505,0.0,9.8,15.49341
35.185,0.06648,1.94892,-0.43402,2.92338,-5.69743,-0.65103,1.49669,0.09965,0.0,9.8,15.47577
35.19,0.07622,1.94659,-0.49748,2.91988,-5.68382,-0.74622,1.49564,0.11422,0.0,9.8,15.45535
35.195,0.08595,1.94394,-0.56082,2.91591,-5.66835,-0.84123,1.49446,0.12877,0.0,9.8,15.43219
35.2,0.09566,1.94098,-0.62401,2.91147,-5.65111,-0.93602,1.49314,0.14327,0.0,9.8,15.4063
35.205,0.10536,1.9377,-0.68705,2.90655,-5.63202,-1.03058,1.49168,0.15775,0.0,9.8,15.3777
35.21,0.11503,1.93411,-0.7499,2.90116,-5.61117,-1.12485,1.49009,0.17216,0.0,9.8,15.3464
35.215,0.1247,1.9302,-0.81257,2.8953,-5.58851,-1.21886,1.48835,0.18657,0.0,9.8,15.31244
35.22,0.13434,1.92598,-0.87503,2.88897,-5.5641,-1.31254,1.48648,0.2009,0.0,9.8,15.27583
35.225,0.14395,1.92145,-0.93726,2.88218,-5.53796,-1.40589,1.48449,0.21518,0.0,9.8,15.23661
35.23,0.15355,1.91661,-0.99926,2.87491,-5.51009,-1.49889,1.48235,0.22942,0.0,9.8,15.1948
35.235,0.16312,1.91146,-1.061,2.86719,-5.48052,-1.5915,1.48009,0.2436,0.0,9.8,15.15043
35.24,0.17266,1.906,-1.12248,2.859,-5.44925,-1.68372,1.4777,0.25771,0.0,9.8,15.10355
35.245,0.18218,1.90024,-1.18367,2.85036,-5.41637,-1.7755,1.47518,0.27176,0.0,9.8,15.05417
35.25,0.19167,1.89417,-1.24457,2.84126,-5.38182,-1.86686,1.47253,0.28575,0.0,9.8,15.00234
35.255,0.20112,1.88779,-1.30515,2.83168,-5.34563,-1.95772,1.46977,0.29965,0.0,9.8,14.9481
35.26,0.21054,1.88112,-1.36541,2.82168,-5.30792,-2.04812,1.46688,0.31348,0.0,9.8,14.89148
35.265,0.21993,1.87414,-1.42533,2.81121,-5.2686,-2.138,1.46387,0.32724,0.0,9.8,14.83253
35.27,0.22928,1.86686,-1.4849,2.80029,-5.22775,-2.22735,1.46075,0.34091,0.0,9.8,14.77129
35.275,0.2386,1.85929,-1.5441,2.78894,-5.18544,-2.31615,1.4575,0.35451,0.0,9.8,14.7078
35.28,0.24788,1.85142,-1.60293,2.77713,-5.14163,-2.4044,1.45415,0.36802,0.0,9.8,14.64211
35.285,0.25711,1.84326,-1.66136,2.76489,-5.09641,-2.49204,1.45069,0.38143,0.0,9.8,14.57427
35.29,0.26631,1.83481,-1.71939,2.75222,-5.04979,-2.57908,1.44712,0.39476,0.0,9.8,14.50433
35.295,0.27546,1.82607,-1.77701,2.73911,-5.0018,-2.66552,1.44345,0.40798,0.0,9.8,14.43233
35.3,0.28457,1.81704,-1.83419,2.72556,-4.95245,-2.75128,1.43967,0.42112,0.0,9.8,14.35832
35.305,0.29363,1.80773,-1.89094,2.7116,-4.90183,-2.83641,1.4358,0.43414,0.0,9.8,14.28237
35.31,0.30265,1.79813,-1.94724,2.6972,-4.84991,-2.92086,1.43183,0.44708,0.0,9.8,14.20452
35.315,0.31161,1.78826,-2.00308,2.68239,-4.79681,-3.00462,1.42776,0.45989,0.0,9.8,14.12482
35.32,0.32053,1.7781,-2.05844,2.66715,-4.74246,-3.08766,1.4236,0.4726,0.0,9.8,14.04334
35.325,0.32939,1.76767,-2.11333,2.6515,-4.68699,-3.17,1.41936,0.4852,0.0,9.8,13.96014
35.33,0.3382,1.75697,-2.16772,2.63546,-4.63042,-3.25158,1.41503,0.49768,0.0,9.8,13.87526
35.335,0.34696,1.746,-2.22161,2.619,-4.57277,-3.33242,1.41062,0.51006,0.0,9.8,13.78877
35.34,0.35566,1.73475,-2.27499,2.60212,-4.51404,-3.41248,1.40613,0.52231,0.0,9.8,13.70073
35.345,0.36431,1.72325,-2.32785,2.58487,-4.45439,-3.49178,1.40155,0.53446,0.0,9.8,13.61119
35.35,0.3729,1.71148,-2.38018,2.56722,-4.39375,-3.57027,1.39691,0.54648,0.0,9.8,13.52023
35.355,0.38142,1.69945,-2.43198,2.54918,-4.3322,-3.64797,1.39221,0.55836,0.0,9.8,13.4279
35.36,0.38989,1.68716,-2.48323,2.53074,-4.26976,-3.72484,1.38743,0.57013,0.0,9.8,13.33427
35.365,0.39829,1.67461,-2.53393,2.51192,-4.20648,-3.80089,1.38259,0.58176,0.0,9.8,13.23939
35.37,0.40664,1.66182,-2.58407,2.49273,-4.14247,-3.8761,1.37768,0.59329,0.0,9.8,13.14334
35.375,0.41491,1.64877,-2.63365,2.47316,-4.07766,-3.95048,1.37273,0.60466,0.0,9.8,13.04617
35.38,0.42312,1.63548,-2.68265,2.45322,-4.01219,-4.02398,1.36772,0.61591,0.0,9.8,12.94796
35.385,0.43127,1.62195,-2.73108,2.43292,-3.94608,-4.09662,1.36265,0.62704,0.0,9.8,12.84876
35.39,0.43934,1.60817,-2.77891,2.41226,-3.87932,-4.16837,1.35755,0.63801,0.0,9.8,12.74864
35.395,0.44735,1.59416,-2.82616,2.39124,-3.81202,-4.23924,1.35239,0.64887,0.0,9.8,12.64768
35.4,0.45528,1.57991,-2.87282,2.36986,-3.74417,-4.30923,1.34721,0.65957,0.0,9.8,12.54592
35.405,0.46315,1.56543,-2.91887,2.34815,-3.67586,-4.3783,1.34197,0.67015,0.0,9.8,12.44345
35.41,0.47094,1.55072,-2.96432,2.32608,-3.6071,-4.44648,1.33671,0.68059,0.0,9.8,12.34033
35.415,0.47865,1.53579,-3.00915,2.30368,-3.53798,-4.51372,1.33143,0.69087,0.0,9.8,12.23662
35.42,0.48629,1.52063,-3.05338,2.28094,-3.46847,-4.58007,1.32611,0.70102,0.0,9.8,12.13239
35.425,0.49386,1.50526,-3.09698,2.25789,-3.39871,-4.64547,1.32076,0.71104,0.0,9.8,12.0277
35.43,0.50135,1.48967,-3.13997,2.2345,-3.32868,-4.70996,1.3154,0.72091,0.0,9.8,11.92263
35.435,0.50876,1.47386,-3.18233,2.21079,-3.25839,-4.77349,1.31002,0.73064,0.0,9.8,11.81723
35.44,0.51609,1.45784,-3.22406,2.18676,-3.18795,-4.83609,1.30463,0.74022,0.0,9.8,11.71159
35.445,0.52333,1.44162,-3.26517,2.16243,-3.1174,-4.89776,1.29924,0.74965,0.0,9.8,11.60575
35.45,0.5305,1.42519,-3.30564,2.13778,-3.04675,-4.95846,1.29383,0.75895,0.0,9.8,11.49979
35.455,0.53759,1.40856,-3.34548,2.11284,-2.97606,-5.01822,1.28842,0.7681,0.0,9.8,11.39377
35.46,0.54459,1.39174,-3.38469,2.08761,-2.90541,-5.07704,1.28301,0.7771,0.0,9.8,11.28775
35.465,0.5515,1.37472,-3.42326,2.06208,-2.83478,-5.13489,1.27761,0.78595,0.0,9.8,11.18181
35.47,0.55833,1.35751,-3.46119,2.03627,-2.76425,-5.19179,1.27221,0.79466,0.0,9.8,11.076
35.475,0.56508,1.34011,-3.49848,2.01016,-2.69384,-5.24772,1.26682,0.80323,0.0,9.8,10.9704
35.48,0.57173,1.32252,-3.53513,1.98378,-2.62359,-5.3027,1.26145,0.81163,0.0,9.8,10.86505
35.485,0.5783,1.30476,-3.57114,1.95714,-2.5536,-5.35671,1.25609,0.8199,0.0,9.8,10.76003
35.49,0.58478,1.28681,-3.60651,1.93022,-2.48382,-5.40976,1.25075,0.82802,0.0,9.8,10.65539
35.495,0.59117,1.26869,-3.64124,1.90304,-2.41436,-5.46186,1.24543,0.836,0.0,9.8,10.55121
35.5,0.59747,1.2504,-3.67533,1.8756,-2.34525,-5.513,1.24014,0.84383,0.0,9.8,10.44753
35.505,0.60367,1.23194,-3.70878,1.84791,-2.27651,-5.56317,1.23489,0.8515,0.0,9.8,10.34442
35.51,0.60979,1.21332,-3.74159,1.81998,-2.20822,-5.61238,1.22965,0.85904,0.0,9.8,10.24195
35.515,0.61581,1.19453,-3.77377,1.7918,-2.14035,-5.66066,1.22446,0.86643,0.0,9.8,10.14016
35.52,0.62173,1.17558,-3.8053,1.76337,-2.07298,-5.70795,1.21931,0.87366,0.0,9.8,10.03911
35.525,0.62756,1.15647,-3.8362,1.73471,-2.00613,-5.7543,1.21419,0.88076,0.0,9.8,9.93887
35.53,0.6333,1.13722,-3.86646,1.70583,-1.9399,-5.79969,1.20912,0.88771,0.0,9.8,9.83949
35.535,0.63893,1.11781,-3.89609,1.67672,-1.87425,-5.84414,1.2041,0.89451,0.0,9.8,9.74102
35.54,0.64447,1.09826,-3.92509,1.64739,-1.80926,-5.88764,1.19913,0.90116,0.0,9.8,9.64353
35.545,0.64992,1.07856,-3.95345,1.61784,-1.74494,-5.93018,1.1942,0.90768,0.0,9.8,9.54706
35.55,0.65526,1.05872,-3.98119,1.58808,-1.68133,-5.97178,1.18933,0.91405,0.0,9.8,9.45166
35.555,0.6605,1.03875,-4.0083,1.55812,-1.6185,-6.01245,1.18453,0.92027,0.0,9.8,9.3574
35.56,0.66565,1.01864,-4.03478,1.52796,-1.55644,-6.05217,1.17977,0.92636,0.0,9.8,9.26432
35.565,0.67069,0.9984,-4.06064,1.4976,-1.4952,-6.09096,1.17509,0.93229,0.0,9.8,9.17247
35.57,0.67563,0.97804,-4.08588,1.46706,-1.43484,-6.12882,1.17047,0.93808,0.0,9.8,9.0819
35.575,0.68047,0.95755,-4.1105,1.43632,-1.37535,-6.16575,1.16592,0.94374,0.0,9.8,8.99266
35.58,0.68521,0.93693,-4.13451,1.4054,-1.31676,-6.20176,1.16143,0.94925,0.0,9.8,8.90479
35.585,0.68984,0.9162,-4.1579,1.3743,-1.25913,-6.23685,1.15702,0.95462,0.0,9.8,8.81835
35.59,0.69437,0.89536,-4.18068,1.34304,-1.2025,-6.27102,1.15269,0.95985,0.0,9.8,8.73338
35.595,0.69879,0.8744,-4.20285,1.3116,-1.14686,-6.30428,1.14843,0.96494,0.0,9.8,8.64992
35.6,0.70311,0.85333,-4.22442,1.28,-1.09226,-6.33663,1.14425,0.96989,0.0,9.8,8.56802
35.605,0.70733,0.83215,-4.24538,1.24822,-1.03871,-6.36807,1.14015,0.97471,0.0,9.8,8.48772
35.61,0.71143,0.81087,-4.26574,1.2163,-0.98627,-6.39861,1.13614,0.97938,0.0,9.8,8.40906
35.615,0.71543,0.7895,-4.28551,1.18425,-0.93497,-6.42826,1.13222,0.98391,0.0,9.8,8.33208
35.62,0.71933,0.76802,-4.30468,1.15203,-0.88478,-6.45702,1.12837,0.98832,0.0,9.8,8.25682
35.625,0.72311,0.74645,-4.32326,1.11968,-0.83578,-6.48489,1.12463,0.99258,0.0,9.8,8.18332
35.63,0.72679,0.72479,-4.34124,1.08718,-0.78798,-6.51186,1.12097,0.99671,0.0,9.8,8.11161
35.635,0.73036,0.70304,-4.35864,1.05456,-0.7414,-6.53796,1.1174,1.00071,0.0,9.8,8.04174
35.64,0.73382,0.6812,-4.37546,1.0218,-0.69605,-6.56319,1.11393,1.00457,0.0,9.8,7.97373
35.645,0.73717,0.65929,-4.39169,0.98894,-0.65199,-6.58753,1.11056,1.00829,0.0,9.8,7.90762
35.65,0.74042,0.63729,-4.40735,0.95594,-0.60921,-6.61102,1.10728,1.0119,0.0,9.8,7.84345
35.655,0.74355,0.61521,-4.42243,0.92282,-0.56773,-6.63364,1.10411,1.01536,0.0,9.8,7.78124
35.66,0.74657,0.59306,-4.43694,0.88959,-0.52758,-6.65541,1.10103,1.01869,0.0,9.8,7.72103
35.665,0.74948,0.57084,-4.45087,0.85626,-0.48879,-6.6763,1.09806,1.02189,0.0,9.8,7.66284
35.67,0.75228,0.54856,-4.46424,0.82284,-0.45138,-6.69636,1.0952,1.02496,0.0,9.8,7.6067
35.675,0.75496,0.5262,-4.47704,0.7893,-0.41533,-6.71556,1.09245,1.02789,0.0,9.8,7.55265
35.68,0.75754,0.50379,-4.48928,0.75568,-0.38071,-6.73392,1.08979,1.0307,0.0,9.8,7.5007
35.685,0.76,0.48131,-4.50096,0.72196,-0.34749,-6.75144,1.08725,1.03338,0.0,9.8,7.45088
35.69,0.76235,0.45878,-4.51207,0.68817,-0.31572,-6.7681,1.08482,1.03593,0.0,9.8,7.40322
35.695,0.76459,0.43619,-4.52263,0.65428,-0.28539,-6.78395,1.0825,1.03836,0.0,9.8,7.35774
35.7,0.76671,0.41355,-4.53264,0.62032,-0.25654,-6.79896,1.0803,1.04065,0.0,9.8,7.31445
35.705,0.76872,0.39087,-4.54209,0.5863,-0.22917,-6.81314,1.0782,1.04282,0.0,9.8,7.27339
35.71,0.77062,0.36813,-4.551,0.5522,-0.20328,-6.8265,1.07622,1.04487,0.0,9.8,7.23457
35.715,0.7724,0.34536,-4.55935,0.51804,-0.17891,-6.83902,1.07436,1.04678,0.0,9.8,7.19801
35.72,0.77407,0.32254,-4.56716,0.48381,-0.15605,-6.85074,1.07261,1.04858,0.0,9.8,7.16372
35.725,0.77563,0.29969,-4.57442,0.44954,-0.13472,-6.86163,1.07097,1.05025,0.0,9.8,7.13172
35.73,0.77707,0.2768,-4.58114,0.4152,-0.11493,-6.87171,1.06946,1.05179,0.0,9.8,7.10203
35.735,0.7784,0.25388,-4.58731,0.38082,-0.09668,-6.88097,1.06806,1.05321,0.0,9.8,7.07466
35.74,0.77961,0.23093,-4.59295,0.3464,-0.07999,-6.88942,1.06678,1.0545,0.0,9.8,7.04963
35.745,0.78071,0.20795,-4.59804,0.31192,-0.06486,-6.89706,1.06562,1.05568,0.0,9.8,7.02694
35.75,0.78169,0.18495,-4.6026,0.27743,-0.05131,-6.9039,1.06459,1.05672,0.0,9.8,7.00661
35.755,0.78256,0.16192,-4.60662,0.24288,-0.03933,-6.90993,1.06367,1.05765,0.0,9.8,6.98864
35.76,0.78331,0.13888,-4.6101,0.20832,-0.02893,-6.91515,1.06287,1.05844,0.0,9.8,6.97304
35.765,0.78395,0.11582,-4.61305,0.17373,-0.02012,-6.91958,1.0622,1.05912,0.0,9.8,6.95983
35.77,0.78447,0.09275,-4.61546,0.13912,-0.0129,-6.92319,1.06164,1.05968,0.0,9.8,6.949
35.775,0.78487,0.06967,-4.61734,0.1045,-0.00728,-6.92601,1.06122,1.0601,0.0,9.8,6.94057
35.78,0.78516,0.04658,-4.61868,0.06987,-0.00325,-6.92802,1.06091,1.06041,0.0,9.8,6.93453
35.785,0.78534,0.02348,-4.61949,0.03522,-0.00083,-6.92924,1.06072,1.0606,0.0,9.8,6.93089
35.79,0.7854,0.00038,-4.61977,0.00057,-0.0,-6.92966,1.06066,1.06066,0.0,9.8,6.92965
35.795,0.78534,-0.02271,-4.61951,-0.03406,-0.00077,-6.92926,1.06072,1.0606,0.0,9.8,6.93081
35.8,0.78517,-0.04581,-4.61872,-0.06872,-0.00315,-6.92808,1.0609,1.06042,0.0,9.8,6.93437
35.805,0.78488,-0.0689,-4.61739,-0.10335,-0.00712,-6.92608,1.06121,1.06011,0.0,9.8,6.94033
35.81,0.78448,-0.09198,-4.61553,-0.13797,-0.01269,-6.9233,1.06163,1.05969,0.0,9.8,6.94868
35.815,0.78396,-0.11505,-4.61314,-0.17258,-0.01985,-6.91971,1.06218,1.05913,0.0,9.8,6.95943
35.82,0.78333,-0.13811,-4.61021,-0.20716,-0.02861,-6.91532,1.06285,1.05846,0.0,9.8,6.97256
35.825,0.78258,-0.16116,-4.60674,-0.24174,-0.03896,-6.91011,1.06365,1.05767,0.0,9.8,6.98808
35.83,0.78172,-0.18418,-4.60274,-0.27627,-0.05088,-6.90411,1.06455,1.05675,0.0,9.8,7.00597
35.835,0.78074,-0.20718,-4.5982,-0.31077,-0.06439,-6.8973,1.06559,1.05571,0.0,9.8,7.02623
35.84,0.77965,-0.23016,-4.59313,-0.34524,-0.07946,-6.8897,1.06674,1.05455,0.0,9.8,7.04884
35.845,0.77844,-0.25311,-4.58751,-0.37966,-0.0961,-6.88126,1.06801,1.05325,0.0,9.8,7.07379
35.85,0.77712,-0.27604,-4.58135,-0.41406,-0.1143,-6.87202,1.0694,1.05184,0.0,9.8,7.10108
35.855,0.77568,-0.29893,-4.57465,-0.4484,-0.13404,-6.86198,1.07092,1.0503,0.0,9.8,7.1307
35.86,0.77413,-0.32178,-4.56741,-0.48267,-0.15531,-6.85112,1.07254,1.04864,0.0,9.8,7.16262
35.865,0.77246,-0.3446,-4.55962,-0.5169,-0.17812,-6.83943,1.07429,1.04685,0.0,9.8,7.19683
35.87,0.77068,-0.36738,-4.55128,-0.55107,-0.20245,-6.82692,1.07616,1.04493,0.0,9.8,7.23332
35.875,0.76879,-0.39011,-4.5424,-0.58517,-0.22828,-6.8136,1.07813,1.0429,0.0,9.8,7.27206
35.88,0.76678,-0.4128,-4.53296,-0.6192,-0.25561,-6.79944,1.08022,1.04073,0.0,9.8,7.31305
35.885,0.76466,-0.43544,-4.52297,-0.65316,-0.28441,-6.78446,1.08243,1.03844,0.0,9.8,7.35626
35.89,0.76243,-0.45803,-4.51243,-0.68704,-0.31469,-6.76864,1.08474,1.03602,0.0,9.8,7.40167
35.895,0.76008,-0.48056,-4.50133,-0.72084,-0.34641,-6.752,1.08717,1.03347,0.0,9.8,7.44926
35.9,0.75762,-0.50304,-4.48968,-0.75456,-0.37957,-6.73452,1.08971,1.03079,0.0,9.8,7.49901
35.905,0.75505,-0.52546,-4.47746,-0.78819,-0.41416,-6.71619,1.09236,1.02799,0.0,9.8,7.55089
35.91,0.75237,-0.54781,-4.46468,-0.82172,-0.45014,-6.69702,1.09511,1.02506,0.0,9.8,7.60487
35.915,0.74957,-0.5701,-4.45133,-0.85515,-0.48752,-6.677,1.09797,1.02199,0.0,9.8,7.66094
35.92,0.74667,-0.59233,-4.43741,-0.8885,-0.52628,-6.65612,1.10093,1.0188,0.0,9.8,7.71906
35.925,0.74365,-0.61448,-4.42292,-0.92172,-0.56638,-6.63438,1.104,1.01547,0.0,9.8,7.77921
35.93,0.74052,-0.63655,-4.40786,-0.95482,-0.60779,-6.61179,1.10718,1.01201,0.0,9.8,7.84135
35.935,0.73728,-0.65856,-4.39222,-0.98784,-0.65055,-6.58833,1.11045,1.00842,0.0,9.8,7.90546
35.94,0.73394,-0.68048,-4.37601,-1.02072,-0.69458,-6.56402,1.11381,1.0047,0.0,9.8,7.9715
35.945,0.73048,-0.70231,-4.35921,-1.05347,-0.73986,-6.53882,1.11728,1.00084,0.0,9.8,8.03945
35.95,0.72691,-0.72407,-4.34183,-1.0861,-0.78642,-6.51274,1.12085,0.99685,0.0,9.8,8.10926
35.955,0.72324,-0.74573,-4.32386,-1.1186,-0.83417,-6.48579,1.1245,0.99273,0.0,9.8,8.18091
35.96,0.71946,-0.7673,-4.30531,-1.15095,-0.88312,-6.45797,1.12824,0.98847,0.0,9.8,8.25435
35.965,0.71557,-0.78878,-4.28616,-1.18317,-0.93326,-6.42924,1.13208,0.98407,0.0,9.8,8.32955
35.97,0.71157,-0.81017,-4.26641,-1.21526,-0.98456,-6.39961,1.13601,0.97954,0.0,9.8,8.40647
35.975,0.70746,-0.83145,-4.24607,-1.24717,-1.03696,-6.3691,1.14002,0.97486,0.0,9.8,8.48508
35.98,0.70325,-0.85263,-4.22513,-1.27894,-1.09047,-6.3377,1.14412,0.97005,0.0,9.8,8.56533
35.985,0.69894,-0.8737,-4.20358,-1.31055,-1.14503,-6.30537,1.14829,0.96511,0.0,9.8,8.64717
35.99,0.69452,-0.89466,-4.18143,-1.34199,-1.20062,-6.27214,1.15254,0.96003,0.0,9.8,8.73058
35.995,0.68999,-0.91551,-4.15867,-1.37326,-1.25724,-6.238,1.15688,0.95479,0.0,9.8,8.8155
36.0,0.68536,-0.93625,-4.13529,-1.40438,-1.31485,-6.20294,1.16129,0.94943,0.0,9.8,8.9019
36.005,0.68063,-0.95686,-4.11131,-1.43529,-1.37337,-6.16696,1.16576,0.94392,0.0,9.8,8.98971
36.01,0.67579,-0.97736,-4.08671,-1.46604,-1.43285,-6.13006,1.17032,0.93827,0.0,9.8,9.07891
36.015,0.67086,-0.99773,-4.06149,-1.4966,-1.4932,-6.09224,1.17493,0.93249,0.0,9.8,9.16943
36.02,0.66582,-1.01797,-4.03565,-1.52696,-1.55439,-6.05348,1.17962,0.92656,0.0,9.8,9.26124
36.025,0.66068,-1.03808,-4.00919,-1.55712,-1.61642,-6.01378,1.18436,0.92048,0.0,9.8,9.35429
36.03,0.65544,-1.05806,-3.9821,-1.58709,-1.67924,-5.97315,1.18917,0.91426,0.0,9.8,9.44851
36.035,0.6501,-1.0779,-3.95438,-1.61685,-1.7428,-5.93157,1.19403,0.9079,0.0,9.8,9.54387
36.04,0.64466,-1.09761,-3.92604,-1.64642,-1.80712,-5.88906,1.19896,0.90139,0.0,9.8,9.6403
36.045,0.63912,-1.11716,-3.89706,-1.67574,-1.87207,-5.84559,1.20393,0.89473,0.0,9.8,9.73776
36.05,0.63349,-1.13657,-3.86746,-1.70486,-1.93769,-5.80119,1.20895,0.88794,0.0,9.8,9.8362
36.055,0.62775,-1.15584,-3.83722,-1.73376,-2.00395,-5.75583,1.21403,0.88099,0.0,9.8,9.93555
36.06,0.62193,-1.17495,-3.80634,-1.76242,-2.07076,-5.70951,1.21913,0.87391,0.0,9.8,10.03576
36.065,0.61601,-1.1939,-3.77483,-1.79085,-2.1381,-5.66224,1.22429,0.86667,0.0,9.8,10.13678
36.07,0.60999,-1.21269,-3.74267,-1.81904,-2.20593,-5.614,1.22948,0.85929,0.0,9.8,10.23855
36.075,0.60388,-1.23132,-3.70988,-1.84698,-2.27422,-5.56482,1.23471,0.85176,0.0,9.8,10.34101
36.08,0.59768,-1.24979,-3.67646,-1.87468,-2.34296,-5.51469,1.23997,0.84409,0.0,9.8,10.44409
36.085,0.59138,-1.26809,-3.64239,-1.90214,-2.41208,-5.46358,1.24526,0.83626,0.0,9.8,10.54775
36.09,0.585,-1.28621,-3.60768,-1.92932,-2.4815,-5.41152,1.25057,0.8283,0.0,9.8,10.65192
36.095,0.57852,-1.30416,-3.57233,-1.95624,-2.55125,-5.3585,1.25591,0.82018,0.0,9.8,10.75654
